state,county,candidate,party,total_votes,won
Maine,Vassalboro,Jo Jorgensen,LIB,55,FALSE
Maine,Vassalboro,Howie Hawkins,GRN,22,FALSE
Maine,Vassalboro,Rocky De La Fuente,ALI,7,FALSE
Maine,Vassalboro, Write-ins,WRI,0,FALSE
Maine,Vienna,Donald Trump,REP,208,TRUE
Maine,Vienna,Joe Biden,DEM,186,FALSE
Maine,Vienna,Howie Hawkins,GRN,6,FALSE
Maine,Vienna,Jo Jorgensen,LIB,5,FALSE
Maine,Vienna,Rocky De La Fuente,ALI,0,FALSE
Maine,Vienna, Write-ins,WRI,0,FALSE
Maine,Waterville,Joe Biden,DEM,5019,TRUE
Maine,Waterville,Donald Trump,REP,2627,FALSE
Maine,Waterville,Jo Jorgensen,LIB,162,FALSE
Maine,Waterville,Howie Hawkins,GRN,84,FALSE
Maine,Waterville,Rocky De La Fuente,ALI,11,FALSE
Maine,Waterville, Write-ins,WRI,2,FALSE
Maine,Wayne,Joe Biden,DEM,506,TRUE
Maine,Wayne,Donald Trump,REP,343,FALSE
Maine,Wayne,Jo Jorgensen,LIB,13,FALSE
Maine,Wayne,Howie Hawkins,GRN,7,FALSE
Maine,Wayne,Rocky De La Fuente,ALI,0,FALSE
Maine,Wayne, Write-ins,WRI,0,FALSE
Maine,West Gardiner,Donald Trump,REP,1317,TRUE
Maine,West Gardiner,Joe Biden,DEM,1000,FALSE
Maine,West Gardiner,Jo Jorgensen,LIB,42,FALSE
Maine,West Gardiner,Howie Hawkins,GRN,17,FALSE
Maine,West Gardiner,Rocky De La Fuente,ALI,4,FALSE
Maine,West Gardiner, Write-ins,WRI,0,FALSE
Maine,Windsor,Donald Trump,REP,899,TRUE
Maine,Windsor,Joe Biden,DEM,477,FALSE
Maine,Windsor,Jo Jorgensen,LIB,41,FALSE
Maine,Windsor,Howie Hawkins,GRN,14,FALSE
Maine,Windsor,Rocky De La Fuente,ALI,2,FALSE
Maine,Windsor, Write-ins,WRI,0,FALSE
Maine,Winslow,Donald Trump,REP,2360,TRUE
Maine,Winslow,Joe Biden,DEM,2184,FALSE
Maine,Winslow,Jo Jorgensen,LIB,85,FALSE
Maine,Winslow,Howie Hawkins,GRN,46,FALSE
Maine,Winslow,Rocky De La Fuente,ALI,4,FALSE
Maine,Winslow, Write-ins,WRI,0,FALSE
Maine,Winthrop,Joe Biden,DEM,1963,TRUE
Maine,Winthrop,Donald Trump,REP,1649,FALSE
Maine,Winthrop,Jo Jorgensen,LIB,69,FALSE
Maine,Winthrop,Howie Hawkins,GRN,55,FALSE
Maine,Winthrop,Rocky De La Fuente,ALI,1,FALSE
Maine,Winthrop, Write-ins,WRI,0,FALSE
Maine,Appleton,Joe Biden,DEM,478,TRUE
Maine,Appleton,Donald Trump,REP,407,FALSE
Maine,Appleton,Howie Hawkins,GRN,15,FALSE
Maine,Appleton,Jo Jorgensen,LIB,15,FALSE
Maine,Appleton,Rocky De La Fuente,ALI,0,FALSE
Maine,Appleton, Write-ins,WRI,0,FALSE
Maine,Camden,Joe Biden,DEM,2931,TRUE
Maine,Camden,Donald Trump,REP,832,FALSE
Maine,Camden,Howie Hawkins,GRN,37,FALSE
Maine,Camden,Jo Jorgensen,LIB,32,FALSE
Maine,Camden,Rocky De La Fuente,ALI,5,FALSE
Maine,Camden, Write-ins,WRI,0,FALSE
Maine,Cushing,Donald Trump,REP,520,TRUE
Maine,Cushing,Joe Biden,DEM,424,FALSE
Maine,Cushing,Jo Jorgensen,LIB,11,FALSE
Maine,Cushing,Howie Hawkins,GRN,5,FALSE
Maine,Cushing,Rocky De La Fuente,ALI,0,FALSE
Maine,Cushing, Write-ins,WRI,0,FALSE
Maine,Friendship,Donald Trump,REP,477,TRUE
Maine,Friendship,Joe Biden,DEM,309,FALSE
Maine,Friendship,Jo Jorgensen,LIB,11,FALSE
Maine,Friendship,Howie Hawkins,GRN,2,FALSE
Maine,Friendship,Rocky De La Fuente,ALI,0,FALSE
Maine,Friendship, Write-ins,WRI,0,FALSE
Maine,Hope,Joe Biden,DEM,653,TRUE
Maine,Hope,Donald Trump,REP,443,FALSE
Maine,Hope,Jo Jorgensen,LIB,11,FALSE
Maine,Hope,Howie Hawkins,GRN,10,FALSE
Maine,Hope,Rocky De La Fuente,ALI,0,FALSE
Maine,Hope, Write-ins,WRI,0,FALSE
Maine,Isle Au Haut,Joe Biden,DEM,54,TRUE
Maine,Isle Au Haut,Donald Trump,REP,9,FALSE
Maine,Isle Au Haut,Jo Jorgensen,LIB,2,FALSE
Maine,Isle Au Haut,Howie Hawkins,GRN,1,FALSE
Maine,Isle Au Haut,Rocky De La Fuente,ALI,0,FALSE
Maine,Isle Au Haut, Write-ins,WRI,0,FALSE
Maine,Matinicus Isle Plt.,Joe Biden,DEM,36,TRUE
Maine,Matinicus Isle Plt.,Donald Trump,REP,14,FALSE
Maine,Matinicus Isle Plt.,Rocky De La Fuente,ALI,0,FALSE
Maine,Matinicus Isle Plt.,Howie Hawkins,GRN,0,FALSE
Maine,Matinicus Isle Plt.,Jo Jorgensen,LIB,0,FALSE
Maine,Matinicus Isle Plt., Write-ins,WRI,0,FALSE
Maine,North Haven,Joe Biden,DEM,221,TRUE
Maine,North Haven,Donald Trump,REP,85,FALSE
Maine,North Haven,Jo Jorgensen,LIB,11,FALSE
Maine,North Haven,Howie Hawkins,GRN,4,FALSE
Maine,North Haven,Rocky De La Fuente,ALI,0,FALSE
Maine,North Haven, Write-ins,WRI,0,FALSE
Maine,Owl's Head,Joe Biden,DEM,584,TRUE
Maine,Owl's Head,Donald Trump,REP,454,FALSE
Maine,Owl's Head,Jo Jorgensen,LIB,18,FALSE
Maine,Owl's Head,Howie Hawkins,GRN,8,FALSE
Maine,Owl's Head,Rocky De La Fuente,ALI,1,FALSE
Maine,Owl's Head, Write-ins,WRI,0,FALSE
Maine,Rockland,Joe Biden,DEM,2493,TRUE
Maine,Rockland,Donald Trump,REP,1363,FALSE
Maine,Rockland,Howie Hawkins,GRN,54,FALSE
Maine,Rockland,Jo Jorgensen,LIB,49,FALSE
Maine,Rockland,Rocky De La Fuente,ALI,6,FALSE
Maine,Rockland, Write-ins,WRI,0,FALSE
Maine,Rockport,Joe Biden,DEM,1694,TRUE
Maine,Rockport,Donald Trump,REP,776,FALSE
Maine,Rockport,Jo Jorgensen,LIB,39,FALSE
Maine,Rockport,Howie Hawkins,GRN,17,FALSE
Maine,Rockport,Rocky De La Fuente,ALI,4,FALSE
Maine,Rockport, Write-ins,WRI,0,FALSE
Maine,St. George,Joe Biden,DEM,1108,TRUE
Maine,St. George,Donald Trump,REP,663,FALSE
Maine,St. George,Jo Jorgensen,LIB,22,FALSE
Maine,St. George,Howie Hawkins,GRN,15,FALSE
Maine,St. George,Rocky De La Fuente,ALI,6,FALSE
Maine,St. George, Write-ins,WRI,0,FALSE
Maine,South Thomaston,Joe Biden,DEM,574,TRUE
Maine,South Thomaston,Donald Trump,REP,403,FALSE
Maine,South Thomaston,Jo Jorgensen,LIB,15,FALSE
Maine,South Thomaston,Howie Hawkins,GRN,4,FALSE
Maine,South Thomaston, Write-ins,WRI,1,FALSE
Maine,South Thomaston,Rocky De La Fuente,ALI,0,FALSE
Maine,Thomaston,Joe Biden,DEM,960,TRUE
Maine,Thomaston,Donald Trump,REP,664,FALSE
Maine,Thomaston,Howie Hawkins,GRN,23,FALSE
Maine,Thomaston,Jo Jorgensen,LIB,16,FALSE
Maine,Thomaston, Write-ins,WRI,3,FALSE
Maine,Thomaston,Rocky De La Fuente,ALI,2,FALSE
Maine,Union,Donald Trump,REP,786,TRUE
Maine,Union,Joe Biden,DEM,726,FALSE
Maine,Union,Jo Jorgensen,LIB,28,FALSE
Maine,Union,Howie Hawkins,GRN,16,FALSE
Maine,Union,Rocky De La Fuente,ALI,4,FALSE
Maine,Union, Write-ins,WRI,1,FALSE
Maine,Vinalhaven,Joe Biden,DEM,531,TRUE
Maine,Vinalhaven,Donald Trump,REP,287,FALSE
Maine,Vinalhaven,Jo Jorgensen,LIB,15,FALSE
Maine,Vinalhaven,Howie Hawkins,GRN,4,FALSE
Maine,Vinalhaven,Rocky De La Fuente,ALI,0,FALSE
Maine,Vinalhaven, Write-ins,WRI,0,FALSE
Maine,Warren,Donald Trump,REP,1259,TRUE
Maine,Warren,Joe Biden,DEM,919,FALSE
Maine,Warren,Jo Jorgensen,LIB,41,FALSE
Maine,Warren,Howie Hawkins,GRN,22,FALSE
Maine,Warren,Rocky De La Fuente,ALI,3,FALSE
Maine,Warren, Write-ins,WRI,0,FALSE
Maine,Washington,Donald Trump,REP,540,TRUE
Maine,Washington,Joe Biden,DEM,415,FALSE
Maine,Washington,Jo Jorgensen,LIB,19,FALSE
Maine,Washington,Howie Hawkins,GRN,11,FALSE
Maine,Washington,Rocky De La Fuente,ALI,3,FALSE
Maine,Washington, Write-ins,WRI,0,FALSE
Maine,Alna,Joe Biden,DEM,320,TRUE
Maine,Alna,Donald Trump,REP,174,FALSE
Maine,Alna,Jo Jorgensen,LIB,13,FALSE
Maine,Alna,Howie Hawkins,GRN,8,FALSE
Maine,Alna,Rocky De La Fuente,ALI,2,FALSE
Maine,Alna, Write-ins,WRI,0,FALSE
Maine,Boothbay,Joe Biden,DEM,1229,TRUE
Maine,Boothbay,Donald Trump,REP,922,FALSE
Maine,Boothbay,Jo Jorgensen,LIB,37,FALSE
Maine,Boothbay,Howie Hawkins,GRN,16,FALSE
Maine,Boothbay,Rocky De La Fuente,ALI,4,FALSE
Maine,Boothbay, Write-ins,WRI,0,FALSE
Maine,Boothbay Harbor,Joe Biden,DEM,814,TRUE
Maine,Boothbay Harbor,Donald Trump,REP,545,FALSE
Maine,Boothbay Harbor,Jo Jorgensen,LIB,25,FALSE
Maine,Boothbay Harbor,Howie Hawkins,GRN,11,FALSE
Maine,Boothbay Harbor,Rocky De La Fuente,ALI,0,FALSE
Maine,Boothbay Harbor, Write-ins,WRI,0,FALSE
Maine,Bremen,Joe Biden,DEM,367,TRUE
Maine,Bremen,Donald Trump,REP,185,FALSE
Maine,Bremen,Jo Jorgensen,LIB,6,FALSE
Maine,Bremen,Howie Hawkins,GRN,5,FALSE
Maine,Bremen,Rocky De La Fuente,ALI,0,FALSE
Maine,Bremen, Write-ins,WRI,0,FALSE
Maine,Bristol,Joe Biden,DEM,1275,TRUE
Maine,Bristol,Donald Trump,REP,808,FALSE
Maine,Bristol,Jo Jorgensen,LIB,23,FALSE
Maine,Bristol,Howie Hawkins,GRN,17,FALSE
Maine,Bristol,Rocky De La Fuente,ALI,1,FALSE
Maine,Bristol, Write-ins,WRI,0,FALSE
Maine,Damariscotta,Joe Biden,DEM,980,TRUE
Maine,Damariscotta,Donald Trump,REP,463,FALSE
Maine,Damariscotta,Jo Jorgensen,LIB,15,FALSE
Maine,Damariscotta,Howie Hawkins,GRN,14,FALSE
Maine,Damariscotta,Rocky De La Fuente,ALI,4,FALSE
Maine,Damariscotta, Write-ins,WRI,0,FALSE
Maine,Dresden,Donald Trump,REP,580,TRUE
Maine,Dresden,Joe Biden,DEM,542,FALSE
Maine,Dresden,Jo Jorgensen,LIB,30,FALSE
Maine,Dresden,Howie Hawkins,GRN,6,FALSE
Maine,Dresden,Rocky De La Fuente,ALI,1,FALSE
Maine,Dresden, Write-ins,WRI,0,FALSE
Maine,Edgecomb,Joe Biden,DEM,510,TRUE
Maine,Edgecomb,Donald Trump,REP,348,FALSE
Maine,Edgecomb,Jo Jorgensen,LIB,22,FALSE
Maine,Edgecomb,Howie Hawkins,GRN,7,FALSE
Maine,Edgecomb,Rocky De La Fuente,ALI,2,FALSE
Maine,Edgecomb, Write-ins,WRI,0,FALSE
Maine,Jefferson,Donald Trump,REP,951,TRUE
Maine,Jefferson,Joe Biden,DEM,679,FALSE
Maine,Jefferson,Jo Jorgensen,LIB,44,FALSE
Maine,Jefferson,Howie Hawkins,GRN,17,FALSE
Maine,Jefferson,Rocky De La Fuente,ALI,0,FALSE
Maine,Jefferson, Write-ins,WRI,0,FALSE
Maine,Monhegan Plt.,Joe Biden,DEM,51,TRUE
Maine,Monhegan Plt.,Donald Trump,REP,7,FALSE
Maine,Monhegan Plt.,Howie Hawkins,GRN,3,FALSE
Maine,Monhegan Plt.,Jo Jorgensen,LIB,1,FALSE
Maine,Monhegan Plt.,Rocky De La Fuente,ALI,0,FALSE
Maine,Monhegan Plt., Write-ins,WRI,0,FALSE
Maine,Newcastle,Joe Biden,DEM,923,TRUE
Maine,Newcastle,Donald Trump,REP,403,FALSE
Maine,Newcastle,Jo Jorgensen,LIB,19,FALSE
Maine,Newcastle,Howie Hawkins,GRN,11,FALSE
Maine,Newcastle,Rocky De La Fuente,ALI,3,FALSE
Maine,Newcastle, Write-ins,WRI,0,FALSE
Maine,Nobleboro,Joe Biden,DEM,729,TRUE
Maine,Nobleboro,Donald Trump,REP,559,FALSE
Maine,Nobleboro,Jo Jorgensen,LIB,15,FALSE
Maine,Nobleboro,Howie Hawkins,GRN,6,FALSE
Maine,Nobleboro,Rocky De La Fuente,ALI,1,FALSE
Maine,Nobleboro, Write-ins,WRI,0,FALSE
Maine,Somerville,Donald Trump,REP,213,TRUE
Maine,Somerville,Joe Biden,DEM,131,FALSE
Maine,Somerville,Jo Jorgensen,LIB,9,FALSE
Maine,Somerville,Rocky De La Fuente,ALI,2,FALSE
Maine,Somerville,Howie Hawkins,GRN,2,FALSE
Maine,Somerville, Write-ins,WRI,0,FALSE
Maine,South Bristol,Joe Biden,DEM,429,TRUE
Maine,South Bristol,Donald Trump,REP,261,FALSE
Maine,South Bristol,Jo Jorgensen,LIB,18,FALSE
Maine,South Bristol,Howie Hawkins,GRN,6,FALSE
Maine,South Bristol,Rocky De La Fuente,ALI,2,FALSE
Maine,South Bristol, Write-ins,WRI,0,FALSE
Maine,Southport,Joe Biden,DEM,306,TRUE
Maine,Southport,Donald Trump,REP,173,FALSE
Maine,Southport,Jo Jorgensen,LIB,11,FALSE
Maine,Southport,Howie Hawkins,GRN,1,FALSE
Maine,Southport,Rocky De La Fuente,ALI,0,FALSE
Maine,Southport, Write-ins,WRI,0,FALSE
Maine,Waldoboro,Donald Trump,REP,1568,TRUE
Maine,Waldoboro,Joe Biden,DEM,1294,FALSE
Maine,Waldoboro,Jo Jorgensen,LIB,42,FALSE
Maine,Waldoboro,Howie Hawkins,GRN,25,FALSE
Maine,Waldoboro,Rocky De La Fuente,ALI,5,FALSE
Maine,Waldoboro, Write-ins,WRI,0,FALSE
Maine,Westport,Joe Biden,DEM,303,TRUE
Maine,Westport,Donald Trump,REP,231,FALSE
Maine,Westport,Jo Jorgensen,LIB,11,FALSE
Maine,Westport,Howie Hawkins,GRN,4,FALSE
Maine,Westport,Rocky De La Fuente,ALI,2,FALSE
Maine,Westport, Write-ins,WRI,0,FALSE
Maine,Whitefield,Donald Trump,REP,753,TRUE
Maine,Whitefield,Joe Biden,DEM,688,FALSE
Maine,Whitefield,Jo Jorgensen,LIB,18,FALSE
Maine,Whitefield,Howie Hawkins,GRN,14,FALSE
Maine,Whitefield,Rocky De La Fuente,ALI,6,FALSE
Maine,Whitefield, Write-ins,WRI,0,FALSE
Maine,Wiscasset,Joe Biden,DEM,1114,TRUE
Maine,Wiscasset,Donald Trump,REP,1112,FALSE
Maine,Wiscasset,Jo Jorgensen,LIB,61,FALSE
Maine,Wiscasset,Howie Hawkins,GRN,26,FALSE
Maine,Wiscasset,Rocky De La Fuente,ALI,0,FALSE
Maine,Wiscasset, Write-ins,WRI,0,FALSE
Maine,Andover,Donald Trump,REP,293,TRUE
Maine,Andover,Joe Biden,DEM,223,FALSE
Maine,Andover,Jo Jorgensen,LIB,16,FALSE
Maine,Andover,Howie Hawkins,GRN,6,FALSE
Maine,Andover,Rocky De La Fuente,ALI,0,FALSE
Maine,Andover, Write-ins,WRI,0,FALSE
Maine,Bethel,Joe Biden,DEM,1006,TRUE
Maine,Bethel,Donald Trump,REP,749,FALSE
Maine,Bethel,Jo Jorgensen,LIB,54,FALSE
Maine,Bethel,Howie Hawkins,GRN,19,FALSE
Maine,Bethel,Rocky De La Fuente,ALI,2,FALSE
Maine,Bethel, Write-ins,WRI,0,FALSE
Maine,Brownfield,Joe Biden,DEM,468,TRUE
Maine,Brownfield,Donald Trump,REP,466,FALSE
Maine,Brownfield,Howie Hawkins,GRN,10,FALSE
Maine,Brownfield,Jo Jorgensen,LIB,10,FALSE
Maine,Brownfield,Rocky De La Fuente,ALI,3,FALSE
Maine,Brownfield, Write-ins,WRI,0,FALSE
Maine,Buckfield,Donald Trump,REP,636,TRUE
Maine,Buckfield,Joe Biden,DEM,436,FALSE
Maine,Buckfield,Jo Jorgensen,LIB,14,FALSE
Maine,Buckfield,Howie Hawkins,GRN,11,FALSE
Maine,Buckfield,Rocky De La Fuente,ALI,1,FALSE
Maine,Buckfield, Write-ins,WRI,0,FALSE
Maine,Byron,Donald Trump,REP,58,TRUE
Maine,Byron,Joe Biden,DEM,31,FALSE
Maine,Byron,Jo Jorgensen,LIB,2,FALSE
Maine,Byron,Howie Hawkins,GRN,1,FALSE
Maine,Byron,Rocky De La Fuente,ALI,0,FALSE
Maine,Byron, Write-ins,WRI,0,FALSE
Maine,Canton,Donald Trump,REP,374,TRUE
Maine,Canton,Joe Biden,DEM,154,FALSE
Maine,Canton,Howie Hawkins,GRN,8,FALSE
Maine,Canton,Jo Jorgensen,LIB,8,FALSE
Maine,Canton,Rocky De La Fuente,ALI,0,FALSE
Maine,Canton, Write-ins,WRI,0,FALSE
Maine,Denmark,Joe Biden,DEM,404,TRUE
Maine,Denmark,Donald Trump,REP,392,FALSE
Maine,Denmark,Jo Jorgensen,LIB,22,FALSE
Maine,Denmark,Howie Hawkins,GRN,7,FALSE
Maine,Denmark,Rocky De La Fuente,ALI,2,FALSE
Maine,Denmark, Write-ins,WRI,0,FALSE
Maine,Dixfield,Donald Trump,REP,803,TRUE
Maine,Dixfield,Joe Biden,DEM,460,FALSE
Maine,Dixfield,Jo Jorgensen,LIB,30,FALSE
Maine,Dixfield,Howie Hawkins,GRN,7,FALSE
Maine,Dixfield,Rocky De La Fuente,ALI,2,FALSE
Maine,Dixfield, Write-ins,WRI,0,FALSE
Maine,Fryeburg,Joe Biden,DEM,1060,TRUE
Maine,Fryeburg,Donald Trump,REP,813,FALSE
Maine,Fryeburg,Jo Jorgensen,LIB,33,FALSE
Maine,Fryeburg,Howie Hawkins,GRN,25,FALSE
Maine,Fryeburg,Rocky De La Fuente,ALI,6,FALSE
Maine,Fryeburg, Write-ins,WRI,0,FALSE
Maine,Gilead,Donald Trump,REP,66,TRUE
Maine,Gilead,Joe Biden,DEM,48,FALSE
Maine,Gilead,Jo Jorgensen,LIB,5,FALSE
Maine,Gilead,Howie Hawkins,GRN,4,FALSE
Maine,Gilead,Rocky De La Fuente,ALI,0,FALSE
Maine,Gilead, Write-ins,WRI,0,FALSE
Maine,Greenwood,Joe Biden,DEM,278,TRUE
Maine,Greenwood,Donald Trump,REP,242,FALSE
Maine,Greenwood,Jo Jorgensen,LIB,10,FALSE
Maine,Greenwood,Howie Hawkins,GRN,3,FALSE
Maine,Greenwood,Rocky De La Fuente,ALI,0,FALSE
Maine,Greenwood, Write-ins,WRI,0,FALSE
Maine,Hanover,Joe Biden,DEM,101,TRUE
Maine,Hanover,Donald Trump,REP,92,FALSE
Maine,Hanover,Jo Jorgensen,LIB,5,FALSE
Maine,Hanover,Rocky De La Fuente,ALI,0,FALSE
Maine,Hanover,Howie Hawkins,GRN,0,FALSE
Maine,Hanover, Write-ins,WRI,0,FALSE
Maine,Hartford,Donald Trump,REP,428,TRUE
Maine,Hartford,Joe Biden,DEM,278,FALSE
Maine,Hartford,Jo Jorgensen,LIB,10,FALSE
Maine,Hartford,Howie Hawkins,GRN,7,FALSE
Maine,Hartford,Rocky De La Fuente,ALI,1,FALSE
Maine,Hartford, Write-ins,WRI,0,FALSE
Maine,Hebron,Donald Trump,REP,427,TRUE
Maine,Hebron,Joe Biden,DEM,323,FALSE
Maine,Hebron,Jo Jorgensen,LIB,24,FALSE
Maine,Hebron,Rocky De La Fuente,ALI,2,FALSE
Maine,Hebron,Howie Hawkins,GRN,2,FALSE
Maine,Hebron, Write-ins,WRI,0,FALSE
Maine,Hiram,Donald Trump,REP,528,TRUE
Maine,Hiram,Joe Biden,DEM,373,FALSE
Maine,Hiram,Jo Jorgensen,LIB,14,FALSE
Maine,Hiram,Howie Hawkins,GRN,13,FALSE
Maine,Hiram,Rocky De La Fuente,ALI,0,FALSE
Maine,Hiram, Write-ins,WRI,0,FALSE
Maine,Lincoln Plt.,Donald Trump,REP,20,TRUE
Maine,Lincoln Plt.,Joe Biden,DEM,12,FALSE
Maine,Lincoln Plt.,Rocky De La Fuente,ALI,0,FALSE
Maine,Lincoln Plt.,Howie Hawkins,GRN,0,FALSE
Maine,Lincoln Plt.,Jo Jorgensen,LIB,0,FALSE
Maine,Lincoln Plt., Write-ins,WRI,0,FALSE
Maine,Lovell,Joe Biden,DEM,399,TRUE
Maine,Lovell,Donald Trump,REP,353,FALSE
Maine,Lovell,Howie Hawkins,GRN,10,FALSE
Maine,Lovell,Jo Jorgensen,LIB,4,FALSE
Maine,Lovell,Rocky De La Fuente,ALI,0,FALSE
Maine,Lovell, Write-ins,WRI,0,FALSE
Maine,Magalloway Plt.,Donald Trump,REP,10,TRUE
Maine,Magalloway Plt.,Joe Biden,DEM,6,FALSE
Maine,Magalloway Plt.,Rocky De La Fuente,ALI,0,FALSE
Maine,Magalloway Plt.,Howie Hawkins,GRN,0,FALSE
Maine,Magalloway Plt.,Jo Jorgensen,LIB,0,FALSE
Maine,Magalloway Plt., Write-ins,WRI,0,FALSE
Maine,Mexico,Donald Trump,REP,676,TRUE
Maine,Mexico,Joe Biden,DEM,556,FALSE
Maine,Mexico,Jo Jorgensen,LIB,27,FALSE
Maine,Mexico,Howie Hawkins,GRN,12,FALSE
Maine,Mexico,Rocky De La Fuente,ALI,0,FALSE
Maine,Mexico, Write-ins,WRI,0,FALSE
Maine,Newry,Joe Biden,DEM,163,TRUE
Maine,Newry,Donald Trump,REP,119,FALSE
Maine,Newry,Jo Jorgensen,LIB,4,FALSE
Maine,Newry,Howie Hawkins,GRN,3,FALSE
Maine,Newry,Rocky De La Fuente,ALI,0,FALSE
Maine,Newry, Write-ins,WRI,0,FALSE
Maine,Norway,Joe Biden,DEM,1400,TRUE
Maine,Norway,Donald Trump,REP,1363,FALSE
Maine,Norway,Jo Jorgensen,LIB,51,FALSE
Maine,Norway,Howie Hawkins,GRN,37,FALSE
Maine,Norway,Rocky De La Fuente,ALI,3,FALSE
Maine,Norway, Write-ins,WRI,0,FALSE
Maine,Otisfield,Donald Trump,REP,605,TRUE
Maine,Otisfield,Joe Biden,DEM,535,FALSE
Maine,Otisfield,Jo Jorgensen,LIB,20,FALSE
Maine,Otisfield,Howie Hawkins,GRN,11,FALSE
Maine,Otisfield,Rocky De La Fuente,ALI,0,FALSE
Maine,Otisfield, Write-ins,WRI,0,FALSE
Maine,Oxford,Donald Trump,REP,1456,TRUE
Maine,Oxford,Joe Biden,DEM,807,FALSE
Maine,Oxford,Jo Jorgensen,LIB,39,FALSE
Maine,Oxford,Howie Hawkins,GRN,20,FALSE
Maine,Oxford,Rocky De La Fuente,ALI,3,FALSE
Maine,Oxford, Write-ins,WRI,0,FALSE
Maine,Paris,Donald Trump,REP,1494,TRUE
Maine,Paris,Joe Biden,DEM,1280,FALSE
Maine,Paris,Jo Jorgensen,LIB,49,FALSE
Maine,Paris,Howie Hawkins,GRN,29,FALSE
Maine,Paris,Rocky De La Fuente,ALI,3,FALSE
Maine,Paris, Write-ins,WRI,0,FALSE
Maine,Peru,Donald Trump,REP,561,TRUE
Maine,Peru,Joe Biden,DEM,322,FALSE
Maine,Peru,Jo Jorgensen,LIB,15,FALSE
Maine,Peru,Howie Hawkins,GRN,9,FALSE
Maine,Peru,Rocky De La Fuente,ALI,1,FALSE
Maine,Peru, Write-ins,WRI,1,FALSE
Maine,Porter,Donald Trump,REP,521,TRUE
Maine,Porter,Joe Biden,DEM,328,FALSE
Maine,Porter,Jo Jorgensen,LIB,17,FALSE
Maine,Porter,Howie Hawkins,GRN,9,FALSE
Maine,Porter,Rocky De La Fuente,ALI,0,FALSE
Maine,Porter, Write-ins,WRI,0,FALSE
Maine,Roxbury,Donald Trump,REP,147,TRUE
Maine,Roxbury,Joe Biden,DEM,89,FALSE
Maine,Roxbury,Howie Hawkins,GRN,5,FALSE
Maine,Roxbury,Jo Jorgensen,LIB,5,FALSE
Maine,Roxbury,Rocky De La Fuente,ALI,0,FALSE
Maine,Roxbury, Write-ins,WRI,0,FALSE
Maine,Rumford,Donald Trump,REP,1502,TRUE
Maine,Rumford,Joe Biden,DEM,1275,FALSE
Maine,Rumford,Jo Jorgensen,LIB,57,FALSE
Maine,Rumford,Howie Hawkins,GRN,28,FALSE
Maine,Rumford,Rocky De La Fuente,ALI,1,FALSE
Maine,Rumford, Write-ins,WRI,0,FALSE
Maine,Stoneham,Donald Trump,REP,102,TRUE
Maine,Stoneham,Joe Biden,DEM,83,FALSE
Maine,Stoneham,Rocky De La Fuente,ALI,0,FALSE
Maine,Stoneham,Howie Hawkins,GRN,0,FALSE
Maine,Stoneham,Jo Jorgensen,LIB,0,FALSE
Maine,Stoneham, Write-ins,WRI,0,FALSE
Maine,Stow,Joe Biden,DEM,126,TRUE
Maine,Stow,Donald Trump,REP,121,FALSE
Maine,Stow,Jo Jorgensen,LIB,4,FALSE
Maine,Stow,Howie Hawkins,GRN,2,FALSE
Maine,Stow,Rocky De La Fuente,ALI,0,FALSE
Maine,Stow, Write-ins,WRI,0,FALSE
Maine,Sumner,Donald Trump,REP,324,TRUE
Maine,Sumner,Joe Biden,DEM,206,FALSE
Maine,Sumner,Howie Hawkins,GRN,11,FALSE
Maine,Sumner,Jo Jorgensen,LIB,11,FALSE
Maine,Sumner,Rocky De La Fuente,ALI,1,FALSE
Maine,Sumner, Write-ins,WRI,0,FALSE
Maine,Sweden,Joe Biden,DEM,165,TRUE
Maine,Sweden,Donald Trump,REP,108,FALSE
Maine,Sweden,Jo Jorgensen,LIB,6,FALSE
Maine,Sweden,Howie Hawkins,GRN,3,FALSE
Maine,Sweden,Rocky De La Fuente,ALI,1,FALSE
Maine,Sweden, Write-ins,WRI,0,FALSE
Maine,Upton,Donald Trump,REP,47,TRUE
Maine,Upton,Joe Biden,DEM,16,FALSE
Maine,Upton,Rocky De La Fuente,ALI,1,FALSE
Maine,Upton,Howie Hawkins,GRN,0,FALSE
Maine,Upton,Jo Jorgensen,LIB,0,FALSE
Maine,Upton, Write-ins,WRI,0,FALSE
Maine,Waterford,Donald Trump,REP,557,TRUE
Maine,Waterford,Joe Biden,DEM,452,FALSE
Maine,Waterford,Jo Jorgensen,LIB,20,FALSE
Maine,Waterford,Howie Hawkins,GRN,9,FALSE
Maine,Waterford,Rocky De La Fuente,ALI,0,FALSE
Maine,Waterford, Write-ins,WRI,0,FALSE
Maine,West Paris,Donald Trump,REP,552,TRUE
Maine,West Paris,Joe Biden,DEM,372,FALSE
Maine,West Paris,Jo Jorgensen,LIB,22,FALSE
Maine,West Paris,Howie Hawkins,GRN,10,FALSE
Maine,West Paris,Rocky De La Fuente,ALI,1,FALSE
Maine,West Paris, Write-ins,WRI,0,FALSE
Maine,Woodstock,Donald Trump,REP,534,TRUE
Maine,Woodstock,Joe Biden,DEM,368,FALSE
Maine,Woodstock,Jo Jorgensen,LIB,30,FALSE
Maine,Woodstock,Rocky De La Fuente,ALI,7,FALSE
Maine,Woodstock,Howie Hawkins,GRN,6,FALSE
Maine,Woodstock, Write-ins,WRI,0,FALSE
Maine,Alton,Donald Trump,REP,293,TRUE
